,Format,Game Location,Line,Length,Location,Speed,Bowling Style,Bounce,Out
302,Test,Pune,Middle Stump,Full,Close,54,Slow left-arm orthodox,Normal,0
303,Test,Pune,Middle Stump,Good,Close,51,Slow left-arm orthodox,Normal,0
304,Test,Pune,Middle Stump,Good,Covers,62,Slow left-arm orthodox,Normal,0
305,Test,Pune,Leg Stump,Good,Close,50,Slow left-arm orthodox,Normal,0
306,Test,Pune,Legside,Good,Legside,70,Right arm Offbreak,Normal,0
307,Test,Pune,Middle Stump,Good,Midwicket,80,Right arm Offbreak,Normal,0
308,Test,Pune,Leg Stump,Short,Midwicket,71,Right arm Offbreak,Normal,0
309,Test,Pune,Middle Stump,Good,Offside,58,Slow left-arm orthodox,Normal,0
310,Test,Pune,Middle Stump,Good,Close,58,Slow left-arm orthodox,Normal,0
311,Test,Pune,Middle Stump,Good,Close,-1,Slow left-arm orthodox,Normal,0
312,Test,Pune,Middle Stump,Good,Close,-1,Slow left-arm orthodox,Normal,0
313,Test,Pune,Middle Stump,Good,Gully,63,Slow left-arm orthodox,Normal,0
314,Test,Pune,Legside,Good,Legside,52,Slow left-arm orthodox,Normal,0
315,Test,Pune,Middle Stump,Full,Mid-Off,74,Right arm Offbreak,Normal,0
316,Test,Pune,Middle Stump,Short,Close,77,Right arm Offbreak,Normal,0
317,Test,Pune,Middle Stump,Short,First slip,51,Slow left-arm orthodox,Normal,0
318,Test,Pune,Middle Stump,Full,Close,50,Slow left-arm orthodox,Normal,0
319,Test,Pune,Middle Stump,Full,Offside,54,Slow left-arm orthodox,Normal,0
320,Test,Pune,Wide Outside Off,Short,Second slip,61,Slow left-arm orthodox,Normal,0
321,Test,Pune,Middle Stump,Good,Gully,56,Slow left-arm orthodox,Normal,0
322,Test,Pune,Wide Outside Off,Full,Mid-Off,58,Slow left-arm orthodox,Normal,0
323,Test,Pune,Off Stump,Good,Wicketkeeper,60,Slow left-arm orthodox,Normal,1
324,Test,Bengaluru,Middle Stump,Good,Offside,74,Right arm Offbreak,Normal,0
325,Test,Bengaluru,Legside,Good,Close,87,Right arm Offbreak,Normal,0
326,Test,Bengaluru,Legside,Short,Short Leg,76,Right arm Offbreak,Normal,0
327,Test,Bengaluru,Offside,Good,Offside,147,Left-arm fast,Normal,0
328,Test,Bengaluru,Offside,Full,Offside,149,Left-arm fast,Normal,0
329,Test,Bengaluru,Middle Stump,Good,Covers,144,Left-arm fast,Normal,0
330,Test,Bengaluru,Middle Stump,Short,Close,140,Left-arm fast,Normal,0
331,Test,Bengaluru,Offside,Short,Wicketkeeper,133,Left-arm fast,Normal,0
332,Test,Bengaluru,Middle Stump,Full,Mid-Off,144,Left-arm fast,Normal,0
333,Test,Bengaluru,Legside,Short,Short Leg,85,Right arm Offbreak,Normal,0
334,Test,Bengaluru,Offside,Good,Deep Square Leg,141,Left-arm fast,Normal,0
335,Test,Bengaluru,Middle Stump,Good,Close,79,Right arm Offbreak,Normal,0
336,Test,Bengaluru,Middle Stump,Full,Close,83,Right arm Offbreak,Normal,0
337,Test,Bengaluru,Legside,Good,Close,82,Right arm Offbreak,Normal,0
338,Test,Bengaluru,Legside,Good,Legside,73,Right arm Offbreak,Normal,0
339,Test,Bengaluru,Offside,Good,Wicketkeeper,90,Right arm Offbreak,Normal,1
340,Test,Bengaluru,Middle Stump,Full,Sweeper,58,Slow left-arm orthodox,Normal,0
341,Test,Bengaluru,Offside,Full,Offside,87,Right arm Offbreak,Normal,0
342,Test,Bengaluru,Middle Stump,Good,Close,71,Right arm Offbreak,Normal,0
343,Test,Bengaluru,Middle Stump,Good,Close,88,Right arm Offbreak,Normal,0
344,Test,Bengaluru,Middle Stump,Full,Close,77,Right arm Offbreak,Normal,0
345,Test,Bengaluru,Middle Stump,Short,Close,63,Slow left-arm orthodox,Normal,0
346,Test,Bengaluru,Middle Stump,Short,Close,63,Slow left-arm orthodox,Normal,0
347,Test,Bengaluru,Offside,Full,Wicketkeeper,55,Slow left-arm orthodox,Normal,0
348,Test,Bengaluru,Wide Outside Off,Good,Close,59,Slow left-arm orthodox,Normal,0
349,Test,Bengaluru,Middle Stump,Good,Close,63,Slow left-arm orthodox,Normal,0
350,Test,Bengaluru,Legside,Short,Short Leg,84,Right arm Offbreak,Normal,0
351,Test,Bengaluru,Middle Stump,Short,Mid-On,60,Slow left-arm orthodox,Normal,0
352,Test,Bengaluru,Middle Stump,Short,Point,50,Slow left-arm orthodox,Normal,0
353,Test,Bengaluru,Offside,Full,Offside,60,Slow left-arm orthodox,Normal,0
354,Test,Bengaluru,Middle Stump,Good,Close,62,Slow left-arm orthodox,Normal,0
355,Test,Bengaluru,Middle Stump,Good,Close,91,Right arm Offbreak,Normal,0
356,Test,Bengaluru,Middle Stump,Full,Long-on,74,Right arm Offbreak,Normal,0
357,Test,Bengaluru,Middle Stump,Full,Midwicket,134,Right arm Fast medium,Normal,0
358,Test,Bengaluru,Offside,Back of a Length,Offside,135,Right arm Fast medium,Normal,0
359,Test,Bengaluru,Offside,Good,Close,133,Right arm Fast medium,Normal,0
360,Test,Bengaluru,Leg Stump,Full,Midwicket,53,Slow left-arm orthodox,Normal,0
361,Test,Bengaluru,Legside,Good,Square Leg,55,Slow left-arm orthodox,Normal,0
362,Test,Bengaluru,Offside,Full,Long-off,51,Slow left-arm orthodox,Normal,0
363,Test,Bengaluru,Legside,Back of a Length,Fine Leg,130,Right arm Fast medium,Normal,0
364,Test,Bengaluru,Middle Stump,Good,Close,129,Right arm Fast medium,Normal,1
365,Test,Ranchi,Legside,Back of a Length,Short Leg,51,Slow left-arm orthodox,Normal,0
366,Test,Ranchi,Middle Stump,Good,Close,52,Slow left-arm orthodox,Normal,0
367,Test,Ranchi,Legside,Full,Mid-Off,52,Slow left-arm orthodox,Normal,0
368,Test,Ranchi,Legside,Back of a Length,Legside,56,Slow left-arm orthodox,Normal,0
369,Test,Ranchi,Middle Stump,Good,Offside,130,Right arm Fast medium,Normal,0
370,Test,Ranchi,Offside,Back of a Length,Offside,135,Right arm Fast medium,Normal,0
371,Test,Ranchi,Middle Stump,Good,Mid-On,132,Right arm Fast medium,Normal,0
372,Test,Ranchi,Offside,Back of a Length,Midwicket,130,Right arm Fast medium,Normal,0
373,Test,Ranchi,Offside,Good,Close,128,Right arm Fast medium,Normal,0
374,Test,Ranchi,Middle Stump,Good,Offside,136,Right arm Fast medium,Normal,0
375,Test,Ranchi,Offside,Full,Midwicket,80,Right arm Offbreak,Normal,0
376,Test,Ranchi,Offside,Full,Offside,90,Right arm Offbreak,Normal,0
377,Test,Ranchi,Middle Stump,Full,Midwicket,77,Right arm Offbreak,Normal,0
378,Test,Ranchi,Legside,Full,Legside,53,Slow left-arm orthodox,Normal,0
379,Test,Ranchi,Middle Stump,Good,Close,63,Slow left-arm orthodox,Normal,0
380,Test,Ranchi,Legside,Back of a Length,Short Leg,58,Slow left-arm orthodox,Normal,0
381,Test,Ranchi,Middle Stump,Good,Offside,79,Right arm Offbreak,Normal,0
382,Test,Ranchi,Offside,Good,Mid-Off,85,Right arm Offbreak,Normal,0
383,Test,Ranchi,Middle Stump,Good,Close,78,Right arm Offbreak,Normal,0
384,Test,Ranchi,Middle Stump,Back of a Length,Mid-On,83,Right arm Offbreak,Normal,0
385,Test,Ranchi,Legside,Good,Legside,82,Right arm Offbreak,Normal,0
386,Test,Ranchi,Legside,Full,Deep Midwicket,71,Right arm Offbreak,Normal,0
387,Test,Ranchi,Wide Outside Off,Full,Second slip,135,Right arm Fast,Normal,1
388,Test,Kolkata,Off Stump,Good,Offside,132,Right arm Fast medium,Normal,0
389,Test,Kolkata,Offside,Full,Wicketkeeper,138,Right arm Fast medium,Normal,0
390,Test,Kolkata,Offside,Short,Offside,137,Right arm Fast medium,Normal,0
391,Test,Kolkata,Middle Stump,Short,Close,137,Right arm Fast medium,Normal,0
392,Test,Kolkata,Offside,Good,Offside,132,Right arm Fast medium,Normal,0
393,Test,Kolkata,Leg Stump,Short,Midwicket,130,Right arm Fast medium,Normal,0
394,Test,Kolkata,Off Stump,Good,Close,135,Right arm Fast medium,Normal,0
395,Test,Kolkata,Middle Stump,Back of a Length,Wicketkeeper,133,Right arm Fast medium,Normal,0
396,Test,Kolkata,Legside,Back of a Length,Legside,138,Right arm Fast medium,Normal,0
397,Test,Kolkata,Off Stump,Good,Close,134,Right arm Fast medium,Normal,0
398,Test,Kolkata,Off Stump,Good,Legside,133,Right arm Fast medium,Normal,1
399,Test,Kolkata,Offside,Short,Offside,135,Right arm Fast medium,High,0
400,Test,Kolkata,Offside,Good,Wicketkeeper,136,Right arm Fast medium,Normal,0
401,Test,Kolkata,Offside,Good,Offside,133,Right arm Fast medium,Normal,0
402,Test,Kolkata,Off Stump,Full,Midwicket,132,Right arm Fast medium,Normal,0
403,Test,Kolkata,Middle Stump,Short,Wicketkeeper,132,Right arm Fast medium,Normal,0
404,Test,Kolkata,Offside,Good,Point,138,Right arm Fast medium,Normal,0
405,Test,Kolkata,Offside,Good,Offside,128,Right arm Fast medium,Normal,0
406,Test,Kolkata,Offside,Short,Offside,133,Right-arm fast-medium,Normal,0
407,Test,Kolkata,Offside,Short,Offside,135,Right-arm fast-medium,High,0
408,Test,Kolkata,Offside,Good,Mid-Off,137,Right-arm fast-medium,Normal,0
409,Test,Kolkata,Offside,Good,Offside,128,Right-arm fast-medium,Normal,0
410,Test,Kolkata,Middle Stump,Short,Close,136,Right arm Fast medium,Normal,0
411,Test,Kolkata,Off Stump,Good,Legside,136,Right arm Fast medium,Normal,0
412,Test,Kolkata,Off Stump,Short,Close,128,Right arm Fast medium,Normal,0
413,Test,Kolkata,Offside,Short,Midwicket,134,Right-arm fast-medium,High,0
414,Test,Kolkata,Offside,Good,Midwicket,134,Right-arm fast-medium,Normal,0
415,Test,Kolkata,Off Stump,Full,Offside,137,Right-arm fast-medium,Normal,0
416,Test,Kolkata,Offside,Full,Offside,138,Right arm Fast medium,Normal,0
417,Test,Kolkata,Offside,Short,Midwicket,129,Right arm Fast medium,Normal,0
418,Test,Kolkata,Offside,Full,Wicketkeeper,129,Right-arm fast-medium,Normal,0
419,Test,Kolkata,Offside,Back of a Length,Offside,131,Right-arm fast-medium,Normal,0
420,Test,Kolkata,Offside,Good,Point,134,Right-arm fast-medium,Normal,0
421,Test,Kolkata,Offside,Short,Gully,132,Right arm Fast medium,Normal,0
422,Test,Kolkata,Offside,Good,Offside,135,Right-arm fast-medium,Normal,0
423,Test,Kolkata,Offside,Short,Offside,134,Right-arm fast-medium,High,0
424,Test,Kolkata,Offside,Short,Close,129,Right-arm fast-medium,Normal,0
425,Test,Kolkata,Offside,Full,Point,135,Right-arm fast-medium,Normal,0
426,Test,Kolkata,Offside,Short,Deep Square Leg,132,Right-arm fast-medium,High,0
427,Test,Kolkata,Offside,Back of a Length,Close,107,Right-arm medium,Normal,0
428,Test,Kolkata,Middle Stump,Full,Wicketkeeper,107,Right-arm medium,High,0
429,Test,Kolkata,Middle Stump,Short,Close,102,Right-arm medium,Normal,0
430,Test,Kolkata,Offside,Short,Midwicket,97,Right-arm medium,Normal,0
431,Test,Kolkata,Offside,Good,Offside,133,Right-arm fast-medium,Normal,0
432,Test,Kolkata,Offside,Full,Offside,130,Right-arm fast-medium,Normal,0
433,Test,Kolkata,Offside,Full,Offside,133,Right-arm fast-medium,Normal,0
434,Test,Kolkata,Middle Stump,Short,Close,129,Right-arm fast-medium,High,0
435,Test,Kolkata,Offside,Short,Gully,97,Right-arm medium,Normal,0
436,Test,Kolkata,Offside,Full,Close,109,Right-arm medium,Normal,0
437,Test,Kolkata,Legside,Good,Midwicket,106,Right-arm medium,Normal,0
438,Test,Kolkata,Offside,Good,Offside,110,Right-arm medium,Normal,0
439,Test,Kolkata,Offside,Back of a Length,Offside,110,Right-arm medium,Normal,0
440,Test,Kolkata,Offside,Full,Mid-On,100,Right-arm medium,Normal,0
441,Test,Kolkata,Middle Stump,Short,Deep Midwicket,101,Right-arm medium,High,0
442,Test,Kolkata,Offside,Short,Close,132,Right-arm fast-medium,Normal,0
443,Test,Kolkata,Middle Stump,Short,Point,133,Right-arm fast-medium,Normal,0
444,Test,Kolkata,Off Stump,Full,Deep Midwicket,128,Right-arm fast-medium,Normal,0
445,Test,Kolkata,Middle Stump,Full,Long-on,97,Right-arm medium,Normal,0
446,Test,Kolkata,Legside,Good,Legside,105,Right-arm medium,Normal,0
447,Test,Kolkata,Offside,Full,Mid-Off,103,Right-arm medium,Normal,0
448,Test,Kolkata,Offside,Good,Offside,86,Right-arm offbreak,Normal,0
449,Test,Kolkata,Middle Stump,Full,Midwicket,88,Right-arm offbreak,Normal,0
450,Test,Kolkata,Middle Stump,Short,Third Man,75,Right-arm offbreak,Normal,0
451,Test,Kolkata,Offside,Good,Close,89,Right-arm offbreak,Normal,0
452,Test,Kolkata,Middle Stump,Full,Long-on,89,Right-arm offbreak,Normal,0
453,Test,Kolkata,Off Stump,Good,Gully,106,Right-arm medium,Normal,0
454,Test,Kolkata,Middle Stump,Full,Close,108,Right-arm medium,Normal,0
455,Test,Kolkata,Offside,Full,Close,98,Right-arm medium,Normal,0
456,Test,Kolkata,Offside,Back of a Length,Offside,98,Right-arm medium,Normal,0
457,Test,Kolkata,Offside,Full,Sweeper,107,Right-arm medium,Normal,0
458,Test,Kolkata,Offside,Full,Long-on,73,Right-arm offbreak,Normal,0
459,Test,Kolkata,Offside,Back of a Length,Offside,137,Right arm Fast medium,Normal,0
460,Test,Kolkata,Offside,Short,Gully,131,Right arm Fast medium,Normal,0
461,Test,Kolkata,Offside,Full,Gully,129,Right arm Fast medium,Normal,0
462,Test,Kolkata,Middle Stump,Good,Close,-1,Right arm Fast medium,Normal,0
463,Test,Kolkata,Middle Stump,Short,Deep Square Leg,136,Right arm Fast medium,High,0
464,Test,Kolkata,Offside,Full,Offside,132,Right arm Fast medium,Normal,0
465,Test,Kolkata,Offside,Back of a Length,Offside,128,Right arm Fast medium,Normal,0
466,Test,Kolkata,Offside,Back of a Length,Offside,135,Right arm Fast medium,Normal,0
467,Test,Kolkata,Offside,Full,Offside,135,Right arm Fast medium,Normal,0
468,Test,Kolkata,Offside,Good,Offside,131,Right arm Fast medium,Normal,0
469,Test,Kolkata,Legside,Short,Legside,132,Right arm Fast medium,High,0
470,Test,Kolkata,Offside,Good,Close,129,Right arm Fast medium,Normal,0
471,Test,Kolkata,Off Stump,Good,Offside,108,Right-arm medium,Normal,0
472,Test,Kolkata,Offside,Good,Offside,105,Right-arm medium,Normal,0
473,Test,Kolkata,Wide Outside Off,Good,Close,125,Right arm Fast medium,Normal,0
474,Test,Kolkata,Off Stump,Full,Close,131,Right arm Fast medium,Normal,0
475,Test,Kolkata,Off Stump,Back of a Length,Close,137,Right arm Fast medium,Normal,0
476,Test,Kolkata,Offside,Short,Midwicket,130,Right arm Fast medium,High,0
477,Test,Kolkata,Wide Outside Off,Full,Gully,138,Right-arm fast-medium,Normal,0
478,Test,Kolkata,Offside,Full,Offside,135,Right-arm fast-medium,Normal,0
479,Test,Kolkata,Off Stump,Good,Fine Leg,131,Right-arm fast-medium,Normal,0
480,Test,Kolkata,Off Stump,Full,Offside,103,Right-arm medium,Normal,0
481,Test,Kolkata,Offside,Full,Mid-On,99,Right-arm medium,Normal,0
482,Test,Kolkata,Middle Stump,Full,Offside,53,Slow left-arm orthodox,Normal,0
483,Test,Kolkata,Off Stump,Good,Long-off,53,Slow left-arm orthodox,Normal,0
484,Test,Kolkata,Middle Stump,Full,Long-on,106,Right-arm medium,Normal,0
485,Test,Kolkata,Offside,Back of a Length,Close,100,Right-arm medium,Normal,0
486,Test,Kolkata,Offside,Full,Offside,109,Right-arm medium,Normal,0
487,Test,Kolkata,Off Stump,Back of a Length,Close,96,Right-arm medium,Normal,0
488,Test,Kolkata,Middle Stump,Full,Sweeper,106,Right-arm medium,Normal,0
489,Test,Kolkata,Middle Stump,Good,Mid-Off,108,Right-arm medium,Normal,0
490,Test,Kolkata,Middle Stump,Good,Close,54,Slow left-arm orthodox,Normal,0
491,Test,Kolkata,Middle Stump,Full,Sweeper,53,Slow left-arm orthodox,Normal,0
492,Test,Kolkata,Middle Stump,Good,Point,107,Right-arm medium,Normal,0
493,Test,Kolkata,Middle Stump,Back of a Length,Point,130,Right arm Fast medium,Normal,0
494,Test,Kolkata,Middle Stump,Good,Third Man,137,Right arm Fast medium,Normal,0
495,Test,Kolkata,Middle Stump,Full,Close,98,Right-arm medium,Normal,0
496,Test,Kolkata,Middle Stump,Good,Close,100,Right-arm medium,Normal,0
497,Test,Kolkata,Offside,Full,Offside,98,Right-arm medium,Normal,0
498,Test,Kolkata,Middle Stump,Full,Close,97,Right-arm medium,Normal,0
499,Test,Kolkata,Middle Stump,Good,Close,109,Right-arm medium,Normal,0
500,Test,Kolkata,Middle Stump,Short,Close,112,Right-arm medium,Normal,0
501,Test,Kolkata,Offside,Good,Offside,129,Right arm Fast medium,Normal,0
502,Test,Kolkata,Middle Stump,Full,Wicketkeeper,137,Right arm Fast medium,Normal,0
503,Test,Kolkata,Wide Outside Off,Full,Close,131,Right arm Fast medium,Normal,0
504,Test,Kolkata,Offside,Full,Midwicket,131,Right arm Fast medium,Normal,0
505,Test,Kolkata,Offside,Full,Offside,138,Right arm Fast medium,Normal,0
506,Test,Kolkata,Offside,Back of a Length,Offside,136,Right arm Fast medium,Normal,0
507,Test,Kolkata,Middle Stump,Good,Close,96,Right-arm medium,Normal,0
508,Test,Kolkata,Legside,Good,Deep Square Leg,104,Right-arm medium,Normal,0
509,Test,Kolkata,Legside,Good,Legside,105,Right-arm medium,Normal,0
510,Test,Kolkata,Middle Stump,Full,Midwicket,105,Right-arm medium,Normal,0
511,Test,Kolkata,Legside,Short,Fine Leg,110,Right-arm medium,High,0
512,Test,Kolkata,Middle Stump,Full,Extra Cover,134,Right arm Fast medium,Normal,0
513,Test,Kolkata,Middle Stump,Good,Point,136,Right arm Fast medium,Normal,0
514,Test,Kolkata,Middle Stump,Short,Deep Square Leg,138,Right arm Fast medium,High,0
515,Test,Kolkata,Middle Stump,Good,Sweeper,136,Right arm Fast medium,Normal,0
516,Test,Kolkata,Middle Stump,Good,Third Man,135,Right-arm fast-medium,Normal,0
517,Test,Kolkata,Middle Stump,Good,Sweeper,130,Right-arm fast-medium,Normal,0
518,Test,Kolkata,Offside,Good,Third Man,138,Right arm Fast medium,Normal,0
519,Test,Kolkata,Offside,Good,Extra Cover,133,Right arm Fast medium,Normal,0
520,Test,Nagpur,Legside,Full,Close,56,Slow left-arm orthodox,Normal,0
521,Test,Nagpur,Middle Stump,Good,Close,57,Slow left-arm orthodox,Normal,0
522,Test,Nagpur,Middle Stump,Full,Close,58,Slow left-arm orthodox,Normal,0
523,Test,Nagpur,Middle Stump,Good,Close,63,Slow left-arm orthodox,Normal,0
524,Test,Nagpur,Legside,Short,Close,50,Slow left-arm orthodox,Normal,0
525,Test,Nagpur,Legside,Good,Mid-On,54,Slow left-arm orthodox,Normal,0
526,Test,Nagpur,Middle Stump,Full,Close,62,Slow left-arm orthodox,Normal,0
527,Test,Nagpur,Middle Stump,Full,Long-on,56,Slow left-arm orthodox,Normal,0
528,Test,Nagpur,Offside,Back of a Length,Offside,132,Right-arm fast-medium,Normal,0
529,Test,Nagpur,Legside,Short,Close,129,Right-arm fast-medium,Normal,0
530,Test,Nagpur,Middle Stump,Full,Close,138,Right-arm fast-medium,Normal,0
531,Test,Nagpur,Offside,Back of a Length,Wicketkeeper,131,Right-arm fast-medium,Normal,0
532,Test,Nagpur,Middle Stump,Back of a Length,Midwicket,133,Right-arm fast-medium,Normal,0
533,Test,Nagpur,Middle Stump,Good,Deep Midwicket,132,Right-arm fast-medium,Normal,0
534,Test,Nagpur,Middle Stump,Good,Close,73,Right-arm offbreak,Normal,0
535,Test,Nagpur,Middle Stump,Good,Mid-On,76,Right-arm offbreak,Normal,0
536,Test,Nagpur,Wide Outside Off,Short,Midwicket,85,Right-arm offbreak,Normal,0
537,Test,Nagpur,Off Stump,Back of a Length,Close,131,Right-arm fast-medium,Normal,0
538,Test,Nagpur,Middle Stump,Back of a Length,Close,132,Right-arm fast-medium,Normal,0
539,Test,Nagpur,Middle Stump,Good,Gully,128,Right-arm fast-medium,Normal,0
540,Test,Nagpur,Middle Stump,Full,Close,59,Slow left-arm orthodox,Normal,0
541,Test,Nagpur,Middle Stump,Full,Close,51,Slow left-arm orthodox,Normal,0
542,Test,Nagpur,Middle Stump,Full,Point,60,Slow left-arm orthodox,Normal,0
543,Test,Nagpur,Offside,Good,Point,138,Right-arm fast-medium,Normal,0
544,Test,Nagpur,Off Stump,Back of a Length,Close,129,Right-arm fast-medium,Normal,0
545,Test,Nagpur,Off Stump,Back of a Length,Point,136,Right-arm fast-medium,Normal,0
546,Test,Nagpur,Legside,Full,Legside,135,Right arm Fast medium,Normal,0
547,Test,Nagpur,Middle Stump,Good,Midwicket,129,Right arm Fast medium,Normal,0
548,Test,Nagpur,Leg Stump,Good,Long Leg,132,Right arm Fast medium,Normal,0
549,Test,Nagpur,Offside,Full,Offside,135,Right-arm fast-medium,Normal,0
550,Test,Nagpur,Middle Stump,Back of a Length,Gully,136,Right-arm fast-medium,Normal,0
551,Test,Nagpur,Middle Stump,Back of a Length,Gully,130,Right-arm fast-medium,Normal,0
552,Test,Nagpur,Offside,Full,Extra Cover,133,Right-arm fast-medium,Normal,0
553,Test,Nagpur,Offside,Back of a Length,Point,138,Right-arm fast-medium,Normal,0
554,Test,Nagpur,Off Stump,Full,Offside,129,Right-arm fast-medium,Normal,0
555,Test,Nagpur,Off Stump,Good,Offside,131,Right arm Fast medium,Normal,0
556,Test,Nagpur,Offside,Good,Point,132,Right arm Fast medium,Normal,0
557,Test,Nagpur,Middle Stump,Good,Point,110,Right-arm medium,Normal,0
558,Test,Nagpur,Middle Stump,Full,Deep Square Leg,134,Right arm Fast medium,Normal,0
559,Test,Nagpur,Offside,Back of a Length,Wicketkeeper,136,Right arm Fast medium,Normal,0
560,Test,Nagpur,Wide Outside Off,Short,Deep Point,135,Right arm Fast medium,Normal,0
561,Test,Nagpur,Offside,Good,Wicketkeeper,132,Right arm Fast medium,Normal,0
562,Test,Nagpur,Offside,Good,Wicketkeeper,98,Right-arm medium,Normal,0
563,Test,Nagpur,Middle Stump,Back of a Length,Mid-On,110,Right-arm medium,Normal,0
564,Test,Nagpur,Middle Stump,Back of a Length,Point,105,Right-arm medium,Normal,0
565,Test,Nagpur,Off Stump,Back of a Length,Midwicket,72,Right-arm offbreak,Normal,0
566,Test,Nagpur,Middle Stump,Full,Long-on,79,Right-arm offbreak,Normal,0
567,Test,Nagpur,Middle Stump,Good,Deep Midwicket,90,Right-arm offbreak,Normal,0
568,Test,Nagpur,Middle Stump,Good,Mid-On,102,Right-arm medium,Normal,0
569,Test,Nagpur,Off Stump,Back of a Length,Close,98,Right-arm medium,Normal,0
570,Test,Nagpur,Offside,Good,Fine Leg,97,Right-arm medium,Normal,0
571,Test,Nagpur,Middle Stump,Good,Gully,102,Right-arm medium,Normal,0
572,Test,Nagpur,Leg Stump,Short,Legside,76,Right-arm offbreak,Normal,0
573,Test,Nagpur,Middle Stump,Good,Long-on,56,Slow left-arm orthodox,Normal,0
574,Test,Nagpur,Off Stump,Back of a Length,Offside,81,Right-arm offbreak,Normal,0
575,Test,Nagpur,Offside,Good,Long-on,85,Right-arm offbreak,Normal,0
576,Test,Nagpur,Middle Stump,Good,Close,74,Right-arm offbreak,Normal,0
577,Test,Nagpur,Legside,Good,Legside,137,Right-arm fast-medium,Normal,0
578,Test,Nagpur,Offside,Back of a Length,Wicketkeeper,129,Right-arm fast-medium,Normal,0
579,Test,Nagpur,Middle Stump,Back of a Length,Deep Point,137,Right-arm fast-medium,Normal,0
580,Test,Nagpur,Offside,Full,Offside,82,Right-arm offbreak,Normal,0
581,Test,Nagpur,Middle Stump,Good,Midwicket,70,Right-arm offbreak,Normal,0
582,Test,Nagpur,Middle Stump,Back of a Length,Close,79,Right-arm offbreak,Normal,0
583,Test,Nagpur,Middle Stump,Full,Long-on,70,Right-arm offbreak,Normal,0
584,Test,Nagpur,Offside,Full,Offside,136,Right-arm fast-medium,Normal,0
585,Test,Nagpur,Off Stump,Good,Point,136,Right-arm fast-medium,Normal,0
586,Test,Nagpur,Offside,Back of a Length,Close,72,Right-arm offbreak,Normal,0
587,Test,Nagpur,Leg Stump,Full,Midwicket,72,Right-arm offbreak,Normal,0
